key,units_sold,day_1,day_2,day_3,day_4,day_5
22/08/11_9745.0,1172.0,666.0,1422.0,857.0,1285.0,1794.0
22/08/11_9770.0,666.0,1422.0,857.0,1285.0,1794.0,882.0
22/08/11_9789.0,1422.0,857.0,1285.0,1794.0,882.0,2260.0
22/08/11_9809.0,857.0,1285.0,1794.0,882.0,2260.0,1581.0
22/08/11_9813.0,1285.0,1794.0,882.0,2260.0,1581.0,1436.0
22/08/11_9823.0,1794.0,882.0,2260.0,1581.0,1436.0,1138.0
22/08/11_9837.0,882.0,2260.0,1581.0,1436.0,1138.0,1401.0
22/08/11_9845.0,2260.0,1581.0,1436.0,1138.0,1401.0,1077.0
22/08/11_9872.0,1581.0,1436.0,1138.0,1401.0,1077.0,838.0
22/08/11_9876.0,1436.0,1138.0,1401.0,1077.0,838.0,1399.0
22/08/11_9879.0,1138.0,1401.0,1077.0,838.0,1399.0,934.0
22/08/11_9880.0,1401.0,1077.0,838.0,1399.0,934.0,1321.0
22/08/11_9881.0,1077.0,838.0,1399.0,934.0,1321.0,1241.0
22/08/11_9890.0,838.0,1399.0,934.0,1321.0,1241.0,1573.0
22/08/11_9909.0,1399.0,934.0,1321.0,1241.0,1573.0,664.0
22/08/11_9954.0,934.0,1321.0,1241.0,1573.0,664.0,597.0
22/08/11_9961.0,1321.0,1241.0,1573.0,664.0,597.0,237.0
22/08/11_9984.0,1241.0,1573.0,664.0,597.0,237.0,915.0
23/01/12_8023.0,1573.0,664.0,597.0,237.0,915.0,1107.0
23/01/12_8058.0,664.0,597.0,237.0,915.0,1107.0,539.0
23/01/12_8063.0,597.0,237.0,915.0,1107.0,539.0,437.0
23/01/12_8091.0,237.0,915.0,1107.0,539.0,437.0,1318.0
23/01/12_8094.0,915.0,1107.0,539.0,437.0,1318.0,847.0
23/01/12_8095.0,1107.0,539.0,437.0,1318.0,847.0,261.0
23/01/12_8121.0,539.0,437.0,1318.0,847.0,261.0,150.0
23/01/12_8218.0,437.0,1318.0,847.0,261.0,150.0,837.0
23/01/12_8222.0,1318.0,847.0,261.0,150.0,837.0,474.0
23/01/12_8317.0,847.0,261.0,150.0,837.0,474.0,449.0
23/01/12_8319.0,261.0,150.0,837.0,474.0,449.0,951.0
23/01/12_8392.0,150.0,837.0,474.0,449.0,951.0,299.0
23/01/12_8398.0,837.0,474.0,449.0,951.0,299.0,1181.0
23/01/12_8400.0,474.0,449.0,951.0,299.0,1181.0,961.0
23/01/12_8422.0,449.0,951.0,299.0,1181.0,961.0,476.0
23/01/12_8438.0,951.0,299.0,1181.0,961.0,476.0,1108.0
23/01/12_8555.0,299.0,1181.0,961.0,476.0,1108.0,25.0
23/01/12_8562.0,1181.0,961.0,476.0,1108.0,25.0,638.0
23/01/12_8869.0,961.0,476.0,1108.0,25.0,638.0,555.0
23/01/12_8911.0,476.0,1108.0,25.0,638.0,555.0,1897.0
23/01/12_8991.0,1108.0,25.0,638.0,555.0,1897.0,279.0
23/01/12_9001.0,25.0,638.0,555.0,1897.0,279.0,745.0
23/01/12_9043.0,638.0,555.0,1897.0,279.0,745.0,1244.0
23/01/12_9092.0,555.0,1897.0,279.0,745.0,1244.0,149.0
23/01/12_9112.0,1897.0,279.0,745.0,1244.0,149.0,852.0
23/01/12_9132.0,279.0,745.0,1244.0,149.0,852.0,407.0
23/01/12_9147.0,745.0,1244.0,149.0,852.0,407.0,1183.0
23/01/12_9164.0,1244.0,149.0,852.0,407.0,1183.0,795.0
23/01/12_9178.0,149.0,852.0,407.0,1183.0,795.0,916.0
23/01/12_9190.0,852.0,407.0,1183.0,795.0,916.0,353.0
23/01/12_9221.0,407.0,1183.0,795.0,916.0,353.0,633.0
23/01/12_9250.0,1183.0,795.0,916.0,353.0,633.0,468.0
23/01/12_9273.0,795.0,916.0,353.0,633.0,468.0,394.0
23/01/12_9279.0,916.0,353.0,633.0,468.0,394.0,729.0
23/01/12_9281.0,353.0,633.0,468.0,394.0,729.0,631.0
23/01/12_9328.0,633.0,468.0,394.0,729.0,631.0,330.0
23/01/12_9371.0,468.0,394.0,729.0,631.0,330.0,305.0
23/01/12_9425.0,394.0,729.0,631.0,330.0,305.0,407.0
23/01/12_9430.0,729.0,631.0,330.0,305.0,407.0,456.0
23/01/12_9432.0,631.0,330.0,305.0,407.0,456.0,711.0
23/01/12_9436.0,330.0,305.0,407.0,456.0,711.0,966.0
23/01/12_9439.0,305.0,407.0,456.0,711.0,966.0,408.0
23/01/12_9442.0,407.0,456.0,711.0,966.0,408.0,494.0
23/01/12_9456.0,456.0,711.0,966.0,408.0,494.0,834.0
23/01/12_9479.0,711.0,966.0,408.0,494.0,834.0,390.0
23/01/12_9481.0,966.0,408.0,494.0,834.0,390.0,1177.0
23/01/12_9490.0,408.0,494.0,834.0,390.0,1177.0,1222.0
23/01/12_9498.0,494.0,834.0,390.0,1177.0,1222.0,425.0
23/01/12_9532.0,834.0,390.0,1177.0,1222.0,425.0,781.0
23/01/12_9578.0,390.0,1177.0,1222.0,425.0,781.0,295.0
23/01/12_9611.0,1177.0,1222.0,425.0,781.0,295.0,49.0
23/01/12_9613.0,1222.0,425.0,781.0,295.0,49.0,866.0
23/01/12_9632.0,425.0,781.0,295.0,49.0,866.0,347.0
23/01/12_9672.0,781.0,295.0,49.0,866.0,347.0,794.0
23/01/12_9680.0,295.0,49.0,866.0,347.0,794.0,279.0
23/01/12_9700.0,49.0,866.0,347.0,794.0,279.0,540.0
23/01/12_9713.0,866.0,347.0,794.0,279.0,540.0,695.0
23/01/12_9731.0,347.0,794.0,279.0,540.0,695.0,561.0
23/01/12_9745.0,794.0,279.0,540.0,695.0,561.0,1270.0
23/01/12_9770.0,279.0,540.0,695.0,561.0,1270.0,726.0
23/01/12_9789.0,540.0,695.0,561.0,1270.0,726.0,1584.0
23/01/12_9809.0,695.0,561.0,1270.0,726.0,1584.0,990.0
23/01/12_9813.0,561.0,1270.0,726.0,1584.0,990.0,398.0
23/01/12_9823.0,1270.0,726.0,1584.0,990.0,398.0,480.0
23/01/12_9837.0,726.0,1584.0,990.0,398.0,480.0,717.0
23/01/12_9845.0,1584.0,990.0,398.0,480.0,717.0,1105.0
23/01/12_9872.0,990.0,398.0,480.0,717.0,1105.0,604.0
23/01/12_9876.0,398.0,480.0,717.0,1105.0,604.0,639.0
23/01/12_9879.0,480.0,717.0,1105.0,604.0,639.0,475.0
23/01/12_9880.0,717.0,1105.0,604.0,639.0,475.0,960.0
23/01/12_9881.0,1105.0,604.0,639.0,475.0,960.0,468.0
23/01/12_9890.0,604.0,639.0,475.0,960.0,468.0,2761.0
23/01/12_9909.0,639.0,475.0,960.0,468.0,2761.0,881.0
23/01/12_9954.0,475.0,960.0,468.0,2761.0,881.0,632.0
23/01/12_9961.0,960.0,468.0,2761.0,881.0,632.0,252.0
23/01/12_9984.0,468.0,2761.0,881.0,632.0,252.0,1073.0
23/04/13_8023.0,2761.0,881.0,632.0,252.0,1073.0,1474.0
23/04/13_8058.0,881.0,632.0,252.0,1073.0,1474.0,529.0
23/04/13_8063.0,632.0,252.0,1073.0,1474.0,529.0,312.0
23/04/13_8091.0,252.0,1073.0,1474.0,529.0,312.0,1955.0
23/04/13_8094.0,1073.0,1474.0,529.0,312.0,1955.0,935.0
23/04/13_8095.0,1474.0,529.0,312.0,1955.0,935.0,262.0
23/04/13_8121.0,529.0,312.0,1955.0,935.0,262.0,279.0
23/04/13_8218.0,312.0,1955.0,935.0,262.0,279.0,1089.0
23/04/13_8222.0,1955.0,935.0,262.0,279.0,1089.0,658.0
23/04/13_8317.0,935.0,262.0,279.0,1089.0,658.0,589.0
23/04/13_8319.0,262.0,279.0,1089.0,658.0,589.0,1055.0
23/04/13_8392.0,279.0,1089.0,658.0,589.0,1055.0,235.0
23/04/13_8398.0,1089.0,658.0,589.0,1055.0,235.0,1343.0
23/04/13_8400.0,658.0,589.0,1055.0,235.0,1343.0,1414.0
23/04/13_8422.0,589.0,1055.0,235.0,1343.0,1414.0,458.0
23/04/13_8438.0,1055.0,235.0,1343.0,1414.0,458.0,939.0
23/04/13_8555.0,235.0,1343.0,1414.0,458.0,939.0,48.0
23/04/13_8562.0,1343.0,1414.0,458.0,939.0,48.0,792.0
23/04/13_8869.0,1414.0,458.0,939.0,48.0,792.0,684.0
23/04/13_8911.0,458.0,939.0,48.0,792.0,684.0,1997.0
23/04/13_8991.0,939.0,48.0,792.0,684.0,1997.0,334.0
23/04/13_9001.0,48.0,792.0,684.0,1997.0,334.0,996.0
23/04/13_9043.0,792.0,684.0,1997.0,334.0,996.0,1101.0
23/04/13_9092.0,684.0,1997.0,334.0,996.0,1101.0,123.0
23/04/13_9112.0,1997.0,334.0,996.0,1101.0,123.0,715.0
23/04/13_9132.0,334.0,996.0,1101.0,123.0,715.0,497.0
23/04/13_9147.0,996.0,1101.0,123.0,715.0,497.0,1358.0
23/04/13_9164.0,1101.0,123.0,715.0,497.0,1358.0,737.0
23/04/13_9178.0,123.0,715.0,497.0,1358.0,737.0,713.0
23/04/13_9190.0,715.0,497.0,1358.0,737.0,713.0,461.0
23/04/13_9221.0,497.0,1358.0,737.0,713.0,461.0,666.0
23/04/13_9250.0,1358.0,737.0,713.0,461.0,666.0,637.0
23/04/13_9273.0,737.0,713.0,461.0,666.0,637.0,408.0
23/04/13_9279.0,713.0,461.0,666.0,637.0,408.0,729.0
23/04/13_9281.0,461.0,666.0,637.0,408.0,729.0,600.0
23/04/13_9328.0,666.0,637.0,408.0,729.0,600.0,360.0
23/04/13_9371.0,637.0,408.0,729.0,600.0,360.0,226.0
23/04/13_9425.0,408.0,729.0,600.0,360.0,226.0,609.0
23/04/13_9430.0,729.0,600.0,360.0,226.0,609.0,461.0
23/04/13_9432.0,600.0,360.0,226.0,609.0,461.0,635.0
23/04/13_9436.0,360.0,226.0,609.0,461.0,635.0,1327.0
23/04/13_9439.0,226.0,609.0,461.0,635.0,1327.0,576.0
23/04/13_9442.0,609.0,461.0,635.0,1327.0,576.0,649.0
23/04/13_9456.0,461.0,635.0,1327.0,576.0,649.0,781.0
23/04/13_9479.0,635.0,1327.0,576.0,649.0,781.0,623.0
23/04/13_9481.0,1327.0,576.0,649.0,781.0,623.0,1749.0
23/04/13_9490.0,576.0,649.0,781.0,623.0,1749.0,1755.0
23/04/13_9498.0,649.0,781.0,623.0,1749.0,1755.0,425.0
23/04/13_9532.0,781.0,623.0,1749.0,1755.0,425.0,766.0
23/04/13_9578.0,623.0,1749.0,1755.0,425.0,766.0,366.0
23/04/13_9611.0,1749.0,1755.0,425.0,766.0,366.0,125.0
23/04/13_9613.0,1755.0,425.0,766.0,366.0,125.0,896.0
23/04/13_9632.0,425.0,766.0,366.0,125.0,896.0,493.0
23/04/13_9672.0,766.0,366.0,125.0,896.0,493.0,1122.0
23/04/13_9680.0,366.0,125.0,896.0,493.0,1122.0,417.0
23/04/13_9700.0,125.0,896.0,493.0,1122.0,417.0,470.0
23/04/13_9713.0,896.0,493.0,1122.0,417.0,470.0,857.0
23/04/13_9731.0,493.0,1122.0,417.0,470.0,857.0,461.0
23/04/13_9745.0,1122.0,417.0,470.0,857.0,461.0,1962.0
23/04/13_9770.0,417.0,470.0,857.0,461.0,1962.0,653.0
23/04/13_9789.0,470.0,857.0,461.0,1962.0,653.0,2615.0
23/04/13_9809.0,857.0,461.0,1962.0,653.0,2615.0,1066.0
23/04/13_9813.0,461.0,1962.0,653.0,2615.0,1066.0,340.0
23/04/13_9823.0,1962.0,653.0,2615.0,1066.0,340.0,484.0
23/04/13_9837.0,653.0,2615.0,1066.0,340.0,484.0,624.0
23/04/13_9845.0,2615.0,1066.0,340.0,484.0,624.0,1182.0
23/04/13_9872.0,1066.0,340.0,484.0,624.0,1182.0,842.0
23/04/13_9876.0,340.0,484.0,624.0,1182.0,842.0,630.0
23/04/13_9879.0,484.0,624.0,1182.0,842.0,630.0,539.0
23/04/13_9880.0,624.0,1182.0,842.0,630.0,539.0,1152.0
23/04/13_9881.0,1182.0,842.0,630.0,539.0,1152.0,718.0
23/04/13_9890.0,842.0,630.0,539.0,1152.0,718.0,2555.0
23/04/13_9909.0,630.0,539.0,1152.0,718.0,2555.0,985.0
23/04/13_9954.0,539.0,1152.0,718.0,2555.0,985.0,644.0
23/04/13_9961.0,1152.0,718.0,2555.0,985.0,644.0,292.0
23/04/13_9984.0,718.0,2555.0,985.0,644.0,292.0,913.0
23/05/11_8023.0,2555.0,985.0,644.0,292.0,913.0,1533.0
23/05/11_8058.0,985.0,644.0,292.0,913.0,1533.0,624.0
23/05/11_8063.0,644.0,292.0,913.0,1533.0,624.0,354.0
23/05/11_8091.0,292.0,913.0,1533.0,624.0,354.0,1642.0
23/05/11_8094.0,913.0,1533.0,624.0,354.0,1642.0,1258.0
23/05/11_8095.0,1533.0,624.0,354.0,1642.0,1258.0,228.0
23/05/11_8121.0,624.0,354.0,1642.0,1258.0,228.0,251.0
23/05/11_8218.0,354.0,1642.0,1258.0,228.0,251.0,1020.0
23/05/11_8222.0,1642.0,1258.0,228.0,251.0,1020.0,780.0
23/05/11_8317.0,1258.0,228.0,251.0,1020.0,780.0,653.0
23/05/11_8319.0,228.0,251.0,1020.0,780.0,653.0,1000.0
23/05/11_8392.0,251.0,1020.0,780.0,653.0,1000.0,229.0
23/05/11_8398.0,1020.0,780.0,653.0,1000.0,229.0,1475.0
23/05/11_8400.0,780.0,653.0,1000.0,229.0,1475.0,1270.0
23/05/11_8422.0,653.0,1000.0,229.0,1475.0,1270.0,566.0
23/05/11_8438.0,1000.0,229.0,1475.0,1270.0,566.0,1141.0
23/05/11_8555.0,229.0,1475.0,1270.0,566.0,1141.0,50.0
23/05/11_8562.0,1475.0,1270.0,566.0,1141.0,50.0,593.0
23/05/11_8869.0,1270.0,566.0,1141.0,50.0,593.0,730.0
23/05/11_8911.0,566.0,1141.0,50.0,593.0,730.0,1832.0
23/05/11_8991.0,1141.0,50.0,593.0,730.0,1832.0,315.0
23/05/11_9001.0,50.0,593.0,730.0,1832.0,315.0,1155.0
23/05/11_9043.0,593.0,730.0,1832.0,315.0,1155.0,1368.0
23/05/11_9092.0,730.0,1832.0,315.0,1155.0,1368.0,180.0
23/05/11_9112.0,1832.0,315.0,1155.0,1368.0,180.0,921.0
23/05/11_9132.0,315.0,1155.0,1368.0,180.0,921.0,431.0
23/05/11_9147.0,1155.0,1368.0,180.0,921.0,431.0,1496.0
23/05/11_9164.0,1368.0,180.0,921.0,431.0,1496.0,677.0
23/05/11_9178.0,180.0,921.0,431.0,1496.0,677.0,742.0
23/05/11_9190.0,921.0,431.0,1496.0,677.0,742.0,515.0
23/05/11_9221.0,431.0,1496.0,677.0,742.0,515.0,671.0
23/05/11_9250.0,1496.0,677.0,742.0,515.0,671.0,594.0
23/05/11_9273.0,677.0,742.0,515.0,671.0,594.0,419.0
23/05/11_9279.0,742.0,515.0,671.0,594.0,419.0,909.0
23/05/11_9281.0,515.0,671.0,594.0,419.0,909.0,617.0
23/05/11_9328.0,671.0,594.0,419.0,909.0,617.0,378.0
23/05/11_9371.0,594.0,419.0,909.0,617.0,378.0,228.0
23/05/11_9425.0,419.0,909.0,617.0,378.0,228.0,799.0
23/05/11_9430.0,909.0,617.0,378.0,228.0,799.0,456.0
23/05/11_9432.0,617.0,378.0,228.0,799.0,456.0,851.0
23/05/11_9436.0,378.0,228.0,799.0,456.0,851.0,1298.0
23/05/11_9439.0,228.0,799.0,456.0,851.0,1298.0,618.0
23/05/11_9442.0,799.0,456.0,851.0,1298.0,618.0,610.0
23/05/11_9456.0,456.0,851.0,1298.0,618.0,610.0,682.0
23/05/11_9479.0,851.0,1298.0,618.0,610.0,682.0,518.0
23/05/11_9481.0,1298.0,618.0,610.0,682.0,518.0,1662.0
23/05/11_9490.0,618.0,610.0,682.0,518.0,1662.0,1850.0
23/05/11_9498.0,610.0,682.0,518.0,1662.0,1850.0,399.0
23/05/11_9532.0,682.0,518.0,1662.0,1850.0,399.0,914.0
23/05/11_9578.0,518.0,1662.0,1850.0,399.0,914.0,363.0
23/05/11_9611.0,1662.0,1850.0,399.0,914.0,363.0,257.0
23/05/11_9613.0,1850.0,399.0,914.0,363.0,257.0,974.0
23/05/11_9632.0,399.0,914.0,363.0,257.0,974.0,775.0
23/05/11_9672.0,914.0,363.0,257.0,974.0,775.0,1260.0
23/05/11_9680.0,363.0,257.0,974.0,775.0,1260.0,310.0
23/05/11_9700.0,257.0,974.0,775.0,1260.0,310.0,551.0
23/05/11_9713.0,974.0,775.0,1260.0,310.0,551.0,954.0
23/05/11_9731.0,775.0,1260.0,310.0,551.0,954.0,499.0
23/05/11_9745.0,1260.0,310.0,551.0,954.0,499.0,2254.0
23/05/11_9770.0,310.0,551.0,954.0,499.0,2254.0,791.0
23/05/11_9789.0,551.0,954.0,499.0,2254.0,791.0,2356.0
23/05/11_9809.0,954.0,499.0,2254.0,791.0,2356.0,1010.0
23/05/11_9813.0,499.0,2254.0,791.0,2356.0,1010.0,423.0
23/05/11_9823.0,2254.0,791.0,2356.0,1010.0,423.0,373.0
23/05/11_9837.0,791.0,2356.0,1010.0,423.0,373.0,755.0
23/05/11_9845.0,2356.0,1010.0,423.0,373.0,755.0,1348.0
23/05/11_9872.0,1010.0,423.0,373.0,755.0,1348.0,1034.0
23/05/11_9876.0,423.0,373.0,755.0,1348.0,1034.0,990.0
23/05/11_9879.0,373.0,755.0,1348.0,1034.0,990.0,550.0
23/05/11_9880.0,755.0,1348.0,1034.0,990.0,550.0,1249.0
23/05/11_9881.0,1348.0,1034.0,990.0,550.0,1249.0,620.0
23/05/11_9890.0,1034.0,990.0,550.0,1249.0,620.0,2368.0
23/05/11_9909.0,990.0,550.0,1249.0,620.0,2368.0,790.0
23/05/11_9954.0,550.0,1249.0,620.0,2368.0,790.0,690.0
23/05/11_9961.0,1249.0,620.0,2368.0,790.0,690.0,298.0
23/05/11_9984.0,620.0,2368.0,790.0,690.0,298.0,1213.0
23/10/12_8023.0,2368.0,790.0,690.0,298.0,1213.0,1884.0
23/10/12_8058.0,790.0,690.0,298.0,1213.0,1884.0,712.0
23/10/12_8063.0,690.0,298.0,1213.0,1884.0,712.0,445.0
23/10/12_8091.0,298.0,1213.0,1884.0,712.0,445.0,1640.0
23/10/12_8094.0,1213.0,1884.0,712.0,445.0,1640.0,1028.0
23/10/12_8095.0,1884.0,712.0,445.0,1640.0,1028.0,254.0
23/10/12_8121.0,712.0,445.0,1640.0,1028.0,254.0,165.0
23/10/12_8218.0,445.0,1640.0,1028.0,254.0,165.0,1205.0
23/10/12_8222.0,1640.0,1028.0,254.0,165.0,1205.0,849.0
23/10/12_8317.0,1028.0,254.0,165.0,1205.0,849.0,613.0
23/10/12_8319.0,254.0,165.0,1205.0,849.0,613.0,1215.0
23/10/12_8392.0,165.0,1205.0,849.0,613.0,1215.0,253.0
23/10/12_8398.0,1205.0,849.0,613.0,1215.0,253.0,1235.0
23/10/12_8400.0,849.0,613.0,1215.0,253.0,1235.0,1371.0
23/10/12_8422.0,613.0,1215.0,253.0,1235.0,1371.0,500.0
23/10/12_8438.0,1215.0,253.0,1235.0,1371.0,500.0,1134.0
23/10/12_8555.0,253.0,1235.0,1371.0,500.0,1134.0,42.0
23/10/12_8562.0,1235.0,1371.0,500.0,1134.0,42.0,626.0
23/10/12_8869.0,1371.0,500.0,1134.0,42.0,626.0,767.0
23/10/12_8911.0,500.0,1134.0,42.0,626.0,767.0,1966.0
23/10/12_8991.0,1134.0,42.0,626.0,767.0,1966.0,424.0
23/10/12_9001.0,42.0,626.0,767.0,1966.0,424.0,903.0
23/10/12_9043.0,626.0,767.0,1966.0,424.0,903.0,1120.0
23/10/12_9092.0,767.0,1966.0,424.0,903.0,1120.0,226.0
23/10/12_9112.0,1966.0,424.0,903.0,1120.0,226.0,973.0
23/10/12_9132.0,424.0,903.0,1120.0,226.0,973.0,430.0
23/10/12_9147.0,903.0,1120.0,226.0,973.0,430.0,1581.0
23/10/12_9164.0,1120.0,226.0,973.0,430.0,1581.0,1040.0
23/10/12_9178.0,226.0,973.0,430.0,1581.0,1040.0,909.0
23/10/12_9190.0,973.0,430.0,1581.0,1040.0,909.0,465.0
23/10/12_9221.0,430.0,1581.0,1040.0,909.0,465.0,657.0
23/10/12_9250.0,1581.0,1040.0,909.0,465.0,657.0,435.0
23/10/12_9273.0,1040.0,909.0,465.0,657.0,435.0,420.0
23/10/12_9279.0,909.0,465.0,657.0,435.0,420.0,902.0
23/10/12_9281.0,465.0,657.0,435.0,420.0,902.0,636.0
23/10/12_9328.0,657.0,435.0,420.0,902.0,636.0,316.0
23/10/12_9371.0,435.0,420.0,902.0,636.0,316.0,283.0
23/10/12_9425.0,420.0,902.0,636.0,316.0,283.0,412.0
23/10/12_9430.0,902.0,636.0,316.0,283.0,412.0,539.0
23/10/12_9432.0,636.0,316.0,283.0,412.0,539.0,842.0
23/10/12_9436.0,316.0,283.0,412.0,539.0,842.0,1318.0
23/10/12_9439.0,283.0,412.0,539.0,842.0,1318.0,458.0
23/10/12_9442.0,412.0,539.0,842.0,1318.0,458.0,744.0
23/10/12_9456.0,539.0,842.0,1318.0,458.0,744.0,1090.0
23/10/12_9479.0,842.0,1318.0,458.0,744.0,1090.0,469.0
23/10/12_9481.0,1318.0,458.0,744.0,1090.0,469.0,1872.0
23/10/12_9490.0,458.0,744.0,1090.0,469.0,1872.0,1703.0
23/10/12_9498.0,744.0,1090.0,469.0,1872.0,1703.0,490.0
23/10/12_9532.0,1090.0,469.0,1872.0,1703.0,490.0,825.0
23/10/12_9578.0,469.0,1872.0,1703.0,490.0,825.0,454.0
23/10/12_9611.0,1872.0,1703.0,490.0,825.0,454.0,53.0
23/10/12_9613.0,1703.0,490.0,825.0,454.0,53.0,954.0
23/10/12_9632.0,490.0,825.0,454.0,53.0,954.0,423.0
23/10/12_9672.0,825.0,454.0,53.0,954.0,423.0,1130.0
23/10/12_9680.0,454.0,53.0,954.0,423.0,1130.0,417.0
23/10/12_9700.0,53.0,954.0,423.0,1130.0,417.0,579.0
23/10/12_9713.0,954.0,423.0,1130.0,417.0,579.0,751.0
23/10/12_9731.0,423.0,1130.0,417.0,579.0,751.0,631.0
23/10/12_9745.0,1130.0,417.0,579.0,751.0,631.0,1801.0
23/10/12_9770.0,417.0,579.0,751.0,631.0,1801.0,913.0
23/10/12_9789.0,579.0,751.0,631.0,1801.0,913.0,2082.0
23/10/12_9809.0,751.0,631.0,1801.0,913.0,2082.0,1196.0
23/10/12_9813.0,631.0,1801.0,913.0,2082.0,1196.0,536.0
23/10/12_9823.0,1801.0,913.0,2082.0,1196.0,536.0,472.0
23/10/12_9837.0,913.0,2082.0,1196.0,536.0,472.0,844.0
23/10/12_9845.0,2082.0,1196.0,536.0,472.0,844.0,1087.0
23/10/12_9872.0,1196.0,536.0,472.0,844.0,1087.0,635.0
23/10/12_9876.0,536.0,472.0,844.0,1087.0,635.0,898.0
23/10/12_9879.0,472.0,844.0,1087.0,635.0,898.0,667.0
23/10/12_9880.0,844.0,1087.0,635.0,898.0,667.0,1282.0
23/10/12_9881.0,1087.0,635.0,898.0,667.0,1282.0,678.0
23/10/12_9890.0,635.0,898.0,667.0,1282.0,678.0,2034.0
23/10/12_9909.0,898.0,667.0,1282.0,678.0,2034.0,737.0
23/10/12_9954.0,667.0,1282.0,678.0,2034.0,737.0,533.0
23/10/12_9961.0,1282.0,678.0,2034.0,737.0,533.0,302.0
23/10/12_9984.0,678.0,2034.0,737.0,533.0,302.0,1108.0
24/01/11_8023.0,2034.0,737.0,533.0,302.0,1108.0,1257.0
24/01/11_8058.0,737.0,533.0,302.0,1108.0,1257.0,527.0
24/01/11_8063.0,533.0,302.0,1108.0,1257.0,527.0,447.0
24/01/11_8091.0,302.0,1108.0,1257.0,527.0,447.0,1275.0
24/01/11_8094.0,1108.0,1257.0,527.0,447.0,1275.0,1112.0
24/01/11_8095.0,1257.0,527.0,447.0,1275.0,1112.0,207.0
24/01/11_8121.0,527.0,447.0,1275.0,1112.0,207.0,215.0
24/01/11_8218.0,447.0,1275.0,1112.0,207.0,215.0,812.0
24/01/11_8222.0,1275.0,1112.0,207.0,215.0,812.0,515.0
24/01/11_8317.0,1112.0,207.0,215.0,812.0,515.0,662.0
24/01/11_8319.0,207.0,215.0,812.0,515.0,662.0,1284.0
24/01/11_8392.0,215.0,812.0,515.0,662.0,1284.0,344.0
24/01/11_8398.0,812.0,515.0,662.0,1284.0,344.0,976.0
24/01/11_8400.0,515.0,662.0,1284.0,344.0,976.0,864.0
24/01/11_8422.0,662.0,1284.0,344.0,976.0,864.0,498.0
24/01/11_8438.0,1284.0,344.0,976.0,864.0,498.0,1307.0
24/01/11_8555.0,344.0,976.0,864.0,498.0,1307.0,26.0
24/01/11_8562.0,976.0,864.0,498.0,1307.0,26.0,540.0
24/01/11_8869.0,864.0,498.0,1307.0,26.0,540.0,621.0
24/01/11_8911.0,498.0,1307.0,26.0,540.0,621.0,1547.0
24/01/11_8991.0,1307.0,26.0,540.0,621.0,1547.0,281.0
24/01/11_9001.0,26.0,540.0,621.0,1547.0,281.0,686.0
24/01/11_9043.0,540.0,621.0,1547.0,281.0,686.0,857.0
24/01/11_9092.0,621.0,1547.0,281.0,686.0,857.0,132.0
24/01/11_9112.0,1547.0,281.0,686.0,857.0,132.0,894.0
24/01/11_9132.0,281.0,686.0,857.0,132.0,894.0,469.0
24/01/11_9147.0,686.0,857.0,132.0,894.0,469.0,1199.0
24/01/11_9164.0,857.0,132.0,894.0,469.0,1199.0,771.0
24/01/11_9178.0,132.0,894.0,469.0,1199.0,771.0,915.0
24/01/11_9190.0,894.0,469.0,1199.0,771.0,915.0,602.0
24/01/11_9221.0,469.0,1199.0,771.0,915.0,602.0,874.0
24/01/11_9250.0,1199.0,771.0,915.0,602.0,874.0,530.0
24/01/11_9273.0,771.0,915.0,602.0,874.0,530.0,378.0
24/01/11_9279.0,915.0,602.0,874.0,530.0,378.0,652.0
24/01/11_9281.0,602.0,874.0,530.0,378.0,652.0,708.0
24/01/11_9328.0,874.0,530.0,378.0,652.0,708.0,393.0
24/01/11_9371.0,530.0,378.0,652.0,708.0,393.0,306.0
24/01/11_9425.0,378.0,652.0,708.0,393.0,306.0,365.0
24/01/11_9430.0,652.0,708.0,393.0,306.0,365.0,538.0
24/01/11_9432.0,708.0,393.0,306.0,365.0,538.0,1045.0
24/01/11_9436.0,393.0,306.0,365.0,538.0,1045.0,974.0
24/01/11_9439.0,306.0,365.0,538.0,1045.0,974.0,559.0
24/01/11_9442.0,365.0,538.0,1045.0,974.0,559.0,738.0
24/01/11_9456.0,538.0,1045.0,974.0,559.0,738.0,949.0
24/01/11_9479.0,1045.0,974.0,559.0,738.0,949.0,392.0
24/01/11_9481.0,974.0,559.0,738.0,949.0,392.0,1234.0
24/01/11_9490.0,559.0,738.0,949.0,392.0,1234.0,1641.0
24/01/11_9498.0,738.0,949.0,392.0,1234.0,1641.0,428.0
24/01/11_9532.0,949.0,392.0,1234.0,1641.0,428.0,642.0
24/01/11_9578.0,392.0,1234.0,1641.0,428.0,642.0,293.0
24/01/11_9611.0,1234.0,1641.0,428.0,642.0,293.0,69.0
24/01/11_9613.0,1641.0,428.0,642.0,293.0,69.0,818.0
24/01/11_9632.0,428.0,642.0,293.0,69.0,818.0,419.0
24/01/11_9672.0,642.0,293.0,69.0,818.0,419.0,832.0
24/01/11_9680.0,293.0,69.0,818.0,419.0,832.0,291.0
24/01/11_9700.0,69.0,818.0,419.0,832.0,291.0,445.0
24/01/11_9713.0,818.0,419.0,832.0,291.0,445.0,662.0
24/01/11_9731.0,419.0,832.0,291.0,445.0,662.0,574.0
24/01/11_9745.0,832.0,291.0,445.0,662.0,574.0,1804.0
